"featureID","attribute","dl_timestamp","data_source_type"
"1520007","TOT_ELEV_MAX","2025-08-13 09:06:31","usgs_vars"
"1623207","TOT_ELEV_MAX","2025-08-13 09:06:31","usgs_vars"
